age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
30,2,20052,15,9,2,3,0,4,1,0,0,49,38,1
53,2,13871,9,12,2,5,0,4,1,86,0,39,38,1
41,2,3579,0,5,2,13,0,4,1,0,0,49,38,1
25,2,10590,9,12,2,11,0,4,1,93,0,39,38,1
44,2,8850,15,9,2,3,0,4,1,110,0,44,38,1
36,4,9151,11,8,2,2,0,4,1,0,0,39,40,1
28,2,23955,12,13,2,3,0,4,1,0,0,64,38,1
26,2,11219,9,12,2,2,0,4,1,0,0,81,38,1
29,2,26092,15,9,2,2,0,4,1,0,51,49,38,1
27,1,25973,15,9,2,6,0,4,1,96,0,39,38,1
29,1,24910,2,7,2,7,0,4,1,0,0,34,38,1
41,2,4693,9,12,2,11,0,4,1,0,51,69,38,1
34,2,3656,11,8,2,11,0,4,1,0,0,54,38,1
73,2,18211,7,11,4,3,1,4,1,84,0,44,38,1
23,2,3296,8,10,0,13,1,4,1,0,0,49,38,1
18,2,622,9,12,2,11,0,4,1,0,0,49,38,1
39,3,2875,12,13,0,3,1,4,1,117,0,59,38,1
28,2,15126,12,13,2,11,0,4,1,0,0,49,38,1
34,2,23729,11,8,2,2,0,4,1,0,51,39,38,1
39,2,12123,9,12,4,3,1,4,0,0,0,44,38,1
6,5,21880,9,12,4,9,1,4,1,102,0,39,38,1
12,2,21814,9,12,2,9,5,4,0,0,0,49,38,1
9,2,23302,15,9,2,3,0,4,1,0,0,44,10,1
28,2,11903,11,8,2,6,0,4,1,0,0,51,38,1
38,2,6301,14,14,2,3,0,4,1,120,0,39,38,1
18,2,9490,15,9,2,3,0,4,1,0,0,39,38,1
17,0,25890,15,9,1,0,5,4,0,0,0,39,38,1
27,2,9053,10,15,2,9,0,4,1,0,0,39,38,1
30,2,2080,8,10,2,3,0,4,1,0,50,59,38,1
13,2,4815,9,12,2,11,5,4,0,51,0,54,38,1
40,4,2836,11,8,2,7,5,4,0,110,0,39,38,1
38,5,12209,9,12,2,0,0,4,1,96,0,37,38,1
22,2,21129,9,12,2,2,0,4,1,0,0,44,38,1
50,2,17977,11,8,6,0,1,4,0,111,0,15,10,1
27,2,1273,9,12,2,13,0,4,1,0,0,51,38,1
42,5,5681,15,9,2,3,0,4,1,0,0,39,38,1
30,2,11372,11,8,2,6,0,4,1,0,0,47,38,1
28,1,23130,15,9,2,9,0,4,1,96,0,49,38,1
21,0,16235,11,8,4,0,1,4,1,0,0,44,38,1
48,2,25969,14,14,3,2,1,4,1,0,0,47,17,1
20,2,17450,12,13,2,3,0,4,1,0,0,54,7,1
21,2,1312,9,12,2,9,0,4,1,0,0,39,8,1
14,2,10882,15,9,2,9,0,4,1,0,0,49,38,1
25,2,11044,11,8,2,5,0,4,1,0,0,39,38,1
22,5,15707,9,12,2,3,5,4,0,0,0,54,38,1
29,2,7454,15,9,2,9,0,4,1,80,0,37,38,1
15,2,26179,12,13,2,9,0,4,1,0,0,39,38,1
24,2,16274,11,8,2,11,0,4,1,0,0,39,38,1
48,4,8564,11,8,2,4,0,4,1,104,0,59,38,1
38,3,22326,9,12,2,3,0,4,1,0,81,49,38,1
47,2,20176,11,8,2,12,0,1,1,0,0,59,29,1
23,2,9083,11,8,2,3,0,4,1,0,19,39,38,1
31,2,13222,9,12,2,9,0,4,1,110,0,44,38,1
21,2,5523,12,13,2,9,0,4,1,93,0,49,38,1
38,2,6454,10,15,2,9,0,4,1,110,0,29,38,1
42,0,113,11,8,2,11,5,4,0,0,0,39,38,1
25,2,6750,14,14,2,11,5,0,0,110,0,39,34,1
51,2,7573,10,15,2,9,0,4,1,0,0,54,38,1
25,4,14768,11,8,2,9,0,4,1,0,0,49,38,1
29,4,26330,8,10,2,3,0,4,1,0,0,39,38,1
39,2,4073,15,9,2,3,0,2,1,0,0,49,38,1
5,1,19798,15,9,2,10,0,4,1,0,0,39,38,1
16,0,24196,15,9,2,3,5,2,0,0,0,39,38,1
21,5,13847,12,13,0,3,1,4,0,0,0,49,38,1
21,2,2121,8,10,2,2,0,4,1,0,0,39,38,1
23,4,17883,14,14,2,9,0,4,1,0,0,59,38,1
25,2,9896,11,8,2,13,0,4,1,0,0,49,38,1
36,2,12595,9,12,2,2,0,4,1,0,0,43,38,1
20,2,7444,9,12,2,3,0,4,1,0,0,49,38,1
46,2,521,12,13,2,9,0,4,1,0,0,49,38,1
33,0,10394,11,8,2,0,0,4,1,0,0,39,38,1
13,2,23480,9,12,2,3,0,1,1,0,0,39,16,1
51,2,17459,15,9,2,11,0,4,1,0,79,54,38,1
29,1,22556,11,8,2,10,0,4,1,96,0,92,38,1
17,2,14986,9,12,2,3,0,4,1,0,0,49,38,1
33,2,7130,15,9,2,2,0,4,1,0,0,39,38,1
38,2,10767,9,12,5,3,1,4,1,107,0,44,38,1
27,4,8288,14,14,2,9,0,4,1,0,55,49,38,1
14,5,24270,2,7,2,12,5,4,0,0,0,39,38,1
34,3,23820,14,14,2,9,0,4,1,110,0,59,38,1
20,2,18098,9,12,2,11,0,4,1,0,0,54,38,1
14,2,10252,9,12,4,3,1,4,0,106,0,49,38,1
20,2,18,11,8,2,2,0,4,1,110,0,44,38,1
49,4,1074,11,8,2,0,0,4,1,0,0,41,38,1
33,2,4698,9,12,0,3,4,4,1,0,0,44,38,1
18,2,1511,15,9,2,0,5,4,0,96,0,19,38,1
26,2,26067,11,8,2,2,0,4,1,0,0,39,38,1
27,2,16573,9,12,2,3,0,4,1,0,0,69,38,1
52,4,13879,14,14,2,9,0,4,1,113,0,44,38,1
36,2,26576,9,12,2,3,0,2,1,0,51,39,38,1
14,4,25434,11,8,2,2,0,4,1,93,0,44,38,1
29,3,1301,11,8,2,4,0,4,1,110,0,39,38,1
25,2,23783,15,9,2,13,0,4,1,0,0,39,38,1
16,2,16541,14,14,2,9,0,4,1,0,0,59,38,1
32,0,24606,8,10,2,0,0,4,1,0,0,8,38,1
27,2,6431,15,9,2,9,0,4,1,0,0,39,38,1
25,1,6899,15,9,2,3,0,4,1,0,0,44,38,1
37,2,17404,11,8,2,13,0,2,1,0,0,39,38,1
35,3,13120,14,14,2,9,0,3,1,120,0,64,38,1
11,0,10853,9,12,2,3,0,4,1,80,0,39,38,1
17,1,7250,15,9,2,3,0,4,1,0,0,39,38,1
11,2,26421,15,9,2,2,0,4,1,0,0,39,38,1
26,2,8302,15,9,2,3,0,4,1,0,0,39,38,1
28,1,10458,12,13,2,3,0,4,1,96,0,49,38,1
43,1,7271,9,12,2,9,0,4,1,93,0,39,38,1
32,0,18335,11,8,2,0,0,4,1,0,0,39,38,1
23,2,15314,11,8,2,6,0,4,1,0,0,39,38,1
36,5,1315,12,13,4,9,1,4,0,0,0,45,38,1
17,2,16084,10,15,2,9,0,4,1,0,0,59,38,1
24,2,9477,11,8,2,2,0,4,1,0,47,39,38,1
6,2,1352,8,10,2,2,0,4,1,0,0,54,38,1
20,2,5689,9,12,2,9,5,4,0,0,0,15,38,1
21,2,21243,15,9,2,11,0,4,1,93,0,39,38,1
27,3,8482,15,9,2,3,0,4,1,0,0,49,38,1
11,4,453,8,10,4,4,3,4,1,102,0,44,38,1
15,2,831,11,8,2,3,0,4,1,51,0,54,38,1
16,2,12076,9,12,4,3,1,4,0,0,0,54,38,1
24,2,26561,15,9,2,0,5,2,0,0,0,39,38,1
9,2,21479,9,12,4,3,1,4,1,0,74,44,38,1
20,3,15058,12,13,2,3,0,4,1,0,0,69,38,1
27,2,10617,11,8,2,6,0,4,1,0,0,39,38,1
9,2,22059,14,14,2,9,0,4,1,0,55,39,38,1
24,2,15753,12,13,2,3,0,4,1,0,0,39,38,1
32,1,1092,12,13,2,3,0,4,1,0,0,39,38,1
46,2,22154,9,12,2,9,0,4,1,110,0,44,38,1
11,2,22425,9,12,2,9,0,4,1,0,51,42,38,1
40,3,15450,5,3,2,3,0,4,1,0,0,87,11,1
32,1,24240,12,13,2,9,5,4,0,0,0,49,38,1
19,2,19037,8,10,2,11,0,4,1,0,0,49,38,1
17,2,26587,9,12,2,11,0,4,1,0,50,39,38,1
31,2,2198,9,12,2,2,0,4,1,0,0,39,38,1
39,2,2875,2,7,2,9,0,4,1,0,0,39,38,1
17,2,2172,11,8,2,2,0,4,1,0,47,49,38,1
24,2,8852,8,10,2,7,0,1,1,93,0,59,18,1
26,4,4606,9,12,2,11,0,4,1,0,0,39,38,1
14,4,23383,9,12,2,3,5,4,0,0,51,39,38,1
18,2,1791,15,9,0,0,1,4,0,0,0,39,38,1
29,0,1249,12,13,2,3,0,4,1,0,0,39,8,1
9,1,21063,11,8,2,10,0,2,1,0,0,49,38,1
39,2,21718,9,12,2,0,5,4,0,0,0,39,38,1
11,2,8813,7,11,2,11,0,4,1,0,0,36,38,1
19,4,13691,14,14,2,11,0,4,1,0,0,29,38,1
29,2,23546,9,12,2,3,0,4,1,110,0,44,38,1
27,2,9018,15,9,5,3,1,4,1,0,0,44,38,1
28,5,3057,12,13,2,9,0,4,1,0,0,34,38,1
20,2,1684,9,12,4,2,1,4,1,0,0,87,38,1
35,1,13700,11,8,2,10,0,4,1,0,0,55,38,1
15,2,5058,8,10,2,3,0,4,1,0,0,49,38,1
23,4,237,9,12,1,9,0,4,1,93,0,49,38,1
7,1,24385,11,8,2,2,0,4,1,0,0,59,38,1
25,3,6839,12,13,2,3,0,4,1,0,0,39,38,1
38,2,8877,8,10,2,2,0,4,1,0,0,49,17,1
25,2,20197,15,9,4,3,1,4,1,0,0,39,38,1
25,2,37,11,8,0,2,1,4,1,0,0,73,38,1
24,2,22590,8,10,2,2,0,4,1,0,0,44,38,1
34,2,8391,12,13,2,3,0,4,1,0,0,59,38,1
42,4,13980,9,12,6,9,1,4,0,0,0,49,38,1
42,3,5087,11,8,2,11,0,4,1,0,0,59,38,1
37,2,20202,9,12,2,12,0,4,1,0,0,24,38,1
32,3,11827,9,12,2,11,0,4,1,120,0,39,38,1
57,3,18460,11,8,2,3,0,4,1,0,0,29,38,1
30,1,21732,14,14,2,9,0,4,1,0,0,34,38,1
27,3,6839,8,10,2,11,0,4,1,0,0,44,38,1
30,2,18391,11,8,2,7,0,2,1,0,0,59,38,1
11,2,14187,7,11,2,9,0,4,1,0,0,39,38,1
42,4,3397,15,9,2,11,5,4,0,0,0,78,38,1
32,2,7151,12,13,2,9,0,4,1,0,0,42,38,1
34,2,13726,9,12,2,11,0,4,1,0,0,39,38,1
26,5,10241,9,12,2,9,5,4,0,0,0,39,38,1
40,2,16278,1,6,2,2,0,4,1,0,0,39,38,1
36,2,8538,15,9,2,2,0,4,1,0,0,39,38,1
19,2,17598,12,13,0,3,1,4,1,0,0,49,11,1
21,1,17833,12,13,2,9,0,4,1,0,0,39,38,1
23,2,14566,9,12,2,0,0,4,1,0,0,39,38,1
21,2,1724,15,9,2,13,0,4,1,0,0,39,38,1
36,1,15166,12,13,2,9,0,4,1,0,0,39,38,1
13,2,15710,9,12,2,9,0,4,1,0,0,39,38,1
11,2,20392,9,12,2,11,0,4,1,0,0,59,38,1
14,2,882,8,10,2,2,0,4,1,0,0,39,38,1
27,2,5397,12,13,2,9,0,4,1,0,0,43,38,1
34,4,10975,12,13,0,3,4,4,1,116,0,49,38,1
41,2,9166,12,13,2,3,0,4,1,110,0,39,11,1
12,2,21425,9,12,2,11,0,4,1,51,0,44,38,1
29,2,25463,8,10,2,2,0,2,1,0,0,39,38,1
8,2,8544,11,8,2,2,0,4,1,0,0,78,38,1
37,2,16174,9,12,4,3,1,4,1,0,0,49,38,1
32,2,7039,12,13,2,3,0,4,1,0,0,39,38,1
18,2,4593,11,8,2,3,0,4,1,0,0,49,38,1
42,4,15731,9,12,2,11,0,4,1,110,0,54,38,1
28,2,9591,9,12,4,0,1,2,0,0,0,39,38,1
29,3,23911,9,12,2,7,0,2,1,0,55,59,38,1
31,2,10318,11,8,2,0,5,4,0,0,0,39,38,1
24,0,17124,12,13,2,3,0,4,1,0,0,59,38,1
34,2,23874,11,8,2,11,0,4,1,96,0,39,38,1
21,2,15915,7,11,2,0,5,4,0,0,0,39,38,1
10,2,21785,11,8,2,9,0,4,1,0,47,44,38,1
37,4,5008,11,8,2,13,0,4,1,0,0,59,38,1
23,2,7415,9,12,3,3,1,4,1,0,0,39,38,1
30,2,14422,15,9,2,11,0,4,1,0,0,49,38,1
19,3,15109,11,8,2,2,0,4,1,0,0,45,38,1
18,2,20298,14,14,2,9,0,4,1,0,0,54,38,1
28,2,16964,12,13,2,9,0,4,1,0,55,51,38,1
30,2,19680,15,9,5,13,4,4,1,0,0,49,38,1
15,2,218,15,9,5,9,1,4,1,0,71,39,38,1
44,2,18060,11,8,2,12,0,4,1,0,0,39,38,1
25,4,22514,11,8,2,4,0,1,1,0,0,39,0,1
32,4,24251,9,12,2,9,0,4,1,0,0,59,38,1
17,5,12544,15,9,2,9,0,2,1,69,0,39,38,1
24,2,11068,11,8,2,2,0,4,1,0,0,39,38,1
19,2,4966,11,8,2,5,0,4,1,0,0,44,38,1
35,2,10975,11,8,2,13,0,4,1,0,0,59,38,1
25,2,7238,9,12,2,3,0,4,1,0,0,44,38,1
14,2,6757,9,12,2,11,0,4,1,0,0,39,38,1
12,2,25300,0,5,2,13,0,4,1,0,0,44,38,1
35,2,15424,14,14,0,3,1,4,1,0,87,59,38,1
36,3,18617,7,11,2,13,0,4,1,0,0,44,38,1
12,2,9708,9,12,4,9,4,4,0,108,0,49,38,1
23,0,17514,11,8,2,3,0,4,1,0,0,39,38,1
31,3,14654,11,8,2,3,0,4,1,96,0,39,38,1
24,2,9694,9,12,2,9,0,4,1,0,0,49,38,1
25,0,3841,9,12,2,3,0,4,1,0,0,39,38,1
23,5,15499,12,13,2,9,5,4,0,110,0,36,38,1
20,2,13815,1,6,2,6,0,4,1,51,0,43,38,1
26,2,17783,9,12,2,3,0,4,1,110,0,49,38,1
14,2,9575,15,9,2,13,0,4,1,80,0,39,38,1
25,2,24457,12,13,2,3,0,4,1,0,0,39,38,1
22,2,16813,9,12,2,11,0,4,1,0,0,49,38,1
42,0,4852,11,8,2,0,0,4,1,0,0,44,38,1
40,3,11879,14,14,2,13,0,4,1,110,0,49,38,1
16,2,12318,9,12,2,3,0,4,1,0,0,49,38,1
16,2,10505,11,8,2,6,0,4,1,0,0,49,38,1
51,2,5137,9,12,2,9,0,4,1,0,0,39,20,1
24,2,25956,9,12,2,13,0,4,1,0,0,47,1,1
36,2,1026,11,8,2,11,0,4,1,0,0,39,38,1
19,0,20011,15,9,2,0,0,4,1,0,0,39,32,1
28,2,4826,12,13,2,3,0,4,1,110,0,59,8,1
12,2,12554,11,8,2,6,0,4,1,0,0,39,38,1
56,2,206,5,3,2,11,0,4,1,0,0,29,38,1
15,2,9575,11,8,2,5,0,4,1,0,0,39,38,1
20,2,14095,9,12,4,3,1,4,1,0,90,39,38,1
16,2,23438,12,13,2,3,0,4,1,0,0,59,38,1
21,2,1511,9,12,2,11,5,4,0,0,0,7,38,1
21,2,9695,9,12,4,9,1,4,1,0,0,40,38,1
34,5,9745,8,10,2,12,0,4,1,0,0,39,38,1
26,1,16849,11,8,2,2,0,4,1,0,0,39,38,1
14,1,14234,11,8,0,10,1,4,1,0,0,46,38,1
38,3,18217,9,12,2,3,0,4,1,0,81,49,38,1
22,2,3465,9,12,2,11,0,4,1,0,0,44,38,1
21,2,25642,0,5,2,2,0,4,1,0,0,39,38,1
36,2,18453,9,12,2,11,0,4,1,0,0,39,38,1
30,2,10493,11,8,2,3,5,4,0,0,0,29,38,1
19,2,8868,9,12,2,11,0,4,1,0,51,39,38,1
14,2,24645,15,9,2,0,0,4,1,0,0,44,38,1
35,4,9433,8,10,2,4,0,4,1,0,0,47,38,1
17,3,23812,9,12,0,3,4,2,1,109,0,49,38,1
51,3,20409,9,12,2,11,0,4,1,0,0,39,38,1
25,2,15338,14,14,2,12,0,4,1,0,0,64,38,1
54,3,8032,11,8,2,0,5,4,0,0,0,19,38,1
19,2,18011,11,8,2,2,0,4,1,93,0,39,38,1
13,2,17454,8,10,2,11,0,4,1,0,0,44,38,1
18,1,14482,15,9,2,2,0,4,1,0,0,39,38,1
29,2,24783,14,14,2,9,0,4,1,120,0,59,38,1
25,2,6926,8,10,2,9,0,4,1,0,0,39,38,1
21,2,11027,9,12,2,9,0,4,1,0,0,39,38,1
48,2,5243,9,12,2,3,0,4,1,120,0,39,38,1
15,2,25686,2,7,2,11,0,4,1,0,0,39,38,1
16,2,19965,12,13,2,3,0,4,1,0,0,54,38,1
37,2,13164,8,10,2,10,0,2,1,110,0,37,22,1
9,2,406,14,14,4,9,1,4,1,0,0,39,38,1
32,2,21118,15,9,2,2,0,4,1,110,0,59,25,1
30,0,18529,9,12,2,3,0,4,1,0,55,54,38,1
22,3,11635,12,13,0,3,1,2,1,0,0,69,38,1
25,2,9405,9,12,2,9,0,4,1,93,0,44,38,1
30,2,13356,15,9,2,3,5,2,0,0,0,39,38,1
18,2,10602,10,15,2,9,0,1,1,0,51,39,35,1
28,0,3244,9,12,2,9,0,4,1,0,0,39,38,1
17,2,11978,15,9,2,2,0,4,1,0,0,47,38,1
33,3,2792,10,15,2,3,0,4,1,96,0,59,38,1
41,5,17848,9,12,2,9,5,4,0,0,0,19,38,1
21,2,11248,15,9,2,2,0,4,1,0,0,51,38,1
28,4,746,9,12,2,11,0,4,1,0,0,39,38,1
49,4,4962,12,13,2,3,0,4,1,0,0,19,38,1
27,2,21362,11,8,2,11,0,4,1,0,51,39,38,1
34,2,8159,2,7,6,6,1,4,1,0,23,39,38,1
28,2,837,9,12,2,9,0,4,1,0,0,49,38,1
26,2,13876,9,12,2,2,0,4,1,0,0,39,38,1
26,2,25327,7,11,4,9,1,4,1,0,0,49,38,1
18,4,22931,14,14,2,9,0,4,1,0,0,39,38,1
25,1,2151,12,13,2,9,0,4,1,0,0,54,38,1
32,2,2507,9,12,2,3,0,4,1,0,0,39,38,1
24,2,4847,12,13,2,3,0,4,1,0,0,49,38,1
26,1,15314,11,8,2,2,0,4,1,96,0,39,38,1
18,2,7037,11,8,2,3,0,4,1,0,0,39,38,1
18,2,5206,9,12,2,12,0,4,1,0,0,39,38,1
15,2,8253,9,12,2,11,0,4,1,0,0,59,38,1
35,2,15914,9,12,0,3,1,4,1,0,0,39,38,1
41,0,2982,1,6,0,2,1,2,0,107,0,39,38,1
13,2,11441,9,12,2,12,0,4,1,0,0,39,38,1
31,2,11032,15,9,2,3,0,4,1,0,0,64,38,1
33,4,1488,11,8,2,11,0,4,1,110,0,54,7,1
13,2,12406,8,10,2,9,3,4,0,93,0,15,38,1
11,2,25081,8,10,2,6,0,4,1,0,0,39,38,1
35,2,6211,9,12,2,9,0,4,1,0,0,51,38,1
33,3,19174,12,13,2,11,0,4,1,0,0,39,38,1
38,2,19828,15,9,2,9,0,4,1,0,0,39,38,1
36,2,265,11,8,3,13,1,4,1,102,0,39,38,1
37,1,17350,12,13,2,9,5,2,0,0,50,37,38,1
15,2,7711,11,8,2,11,0,4,1,0,0,54,38,1
15,2,16968,15,9,0,2,3,4,1,0,0,39,38,1
16,2,18579,9,12,2,11,0,4,1,0,0,39,38,1
16,2,2356,9,12,2,0,0,4,1,0,51,44,38,1
26,2,18430,11,8,2,6,0,4,1,0,0,39,38,1
27,2,17950,11,8,2,2,0,4,1,0,0,44,38,1
32,2,22051,9,12,2,2,0,4,1,0,0,39,38,1
40,2,10361,12,13,2,3,0,4,1,0,0,49,38,1
30,1,12123,8,10,2,3,0,4,1,0,0,39,38,1
29,0,23955,9,12,2,9,0,4,1,96,0,44,38,1
15,2,20643,15,9,2,12,0,4,1,0,0,39,38,1
34,2,8934,11,8,2,11,0,4,1,0,0,49,38,1
18,2,19282,11,8,2,2,0,4,1,0,0,39,38,1
36,3,20606,11,8,2,11,0,4,1,120,0,39,38,1
32,2,2117,11,8,2,2,0,4,1,51,0,44,38,1
30,0,18159,9,12,2,10,0,2,1,0,0,49,38,1
37,2,11007,15,9,2,3,0,4,1,0,0,39,38,1
49,2,15723,9,12,2,9,0,4,1,0,0,44,38,1
24,0,420,15,9,2,0,5,0,0,0,0,39,38,1
44,4,10777,14,14,2,9,0,4,1,0,0,34,38,1
27,4,1107,11,8,2,4,0,4,1,0,0,39,38,1
28,2,16183,9,12,4,9,1,4,1,0,0,39,38,1
22,2,986,9,12,2,11,0,4,1,0,0,49,38,1
24,2,16351,9,12,2,11,0,4,1,0,0,39,38,1
28,3,23490,15,9,2,3,0,4,1,0,0,54,38,1
29,1,2,14,14,2,9,0,1,1,0,0,39,29,1
38,2,16483,12,13,2,12,0,4,1,0,55,19,38,1
23,5,14081,12,13,2,9,0,4,1,0,0,34,38,1
27,3,9779,9,12,2,3,0,4,1,96,0,51,38,1
14,2,23757,11,8,2,3,0,1,1,0,0,44,38,1
15,2,16617,12,13,2,3,0,4,1,0,0,54,38,1
29,2,9617,9,12,2,11,0,4,1,0,0,29,38,1
32,3,19598,9,12,2,0,0,4,1,0,0,39,38,1
10,2,7846,9,12,2,3,0,4,1,0,19,49,38,1
26,2,14103,12,13,2,3,0,4,1,0,0,44,38,1
24,2,10086,9,12,2,3,0,4,1,69,0,49,38,1
53,2,4221,9,12,2,11,0,4,1,0,0,69,38,1
34,3,356,14,14,2,9,0,4,1,0,0,59,38,1
25,2,9083,11,8,2,3,0,4,1,0,0,49,38,1
39,1,16938,11,8,2,13,0,4,1,0,0,39,38,1
23,2,9207,11,8,2,9,0,4,1,0,51,39,38,1
31,5,2182,10,15,2,9,5,4,0,0,51,45,38,1
24,2,14817,11,8,2,2,0,4,1,0,50,39,38,1
46,2,25076,9,12,2,11,0,4,1,0,47,39,38,1
8,1,3961,9,12,2,9,0,4,1,0,55,39,38,1
34,2,10303,9,12,2,3,0,4,1,0,51,59,38,1
18,2,4072,2,7,0,2,1,4,1,0,0,49,38,1
20,2,25498,9,12,2,0,0,2,1,0,0,49,38,1
38,2,10290,11,8,2,6,0,0,1,0,0,39,38,1
24,2,12448,9,12,2,9,0,4,1,0,51,39,38,1
26,3,1758,7,11,2,3,0,4,1,0,0,49,38,1
43,2,10678,14,14,2,3,0,4,1,0,51,39,38,1
36,2,11272,11,8,2,2,0,4,1,0,0,39,38,1
30,2,10485,9,12,2,11,0,4,1,0,0,54,38,1
37,2,13700,9,12,2,2,0,4,1,0,0,44,38,1
16,4,1079,8,10,0,2,1,4,1,102,0,78,38,1
41,2,19474,9,12,6,2,1,4,1,0,0,39,38,1
19,2,12433,9,12,2,11,5,4,0,0,0,34,38,1
37,2,20357,15,9,2,9,0,4,1,0,0,39,38,1
25,5,22140,9,12,2,3,0,4,1,0,0,49,38,1
21,2,18868,9,12,2,3,0,4,1,96,0,39,38,1
19,2,11248,9,12,2,0,0,4,1,0,0,39,38,1
22,2,14289,10,15,2,9,0,4,1,120,0,54,38,1
34,1,9743,9,12,2,0,0,4,1,0,0,39,38,1
18,0,8042,9,12,2,2,0,4,1,0,0,39,38,1
33,4,1385,14,14,2,9,0,4,1,0,81,29,38,1
17,2,19515,12,13,2,6,0,4,1,0,0,39,30,1
23,2,4370,15,9,2,9,0,0,1,0,0,39,38,1
25,1,15753,15,9,2,10,0,4,1,0,0,70,38,1
50,2,20618,15,9,2,5,0,4,1,100,0,23,4,1
22,4,18964,11,8,2,11,5,2,0,0,0,53,5,1
14,2,6093,15,9,2,7,0,4,1,0,0,39,38,1
51,3,13153,15,9,2,3,0,4,1,104,0,19,38,1
24,4,25216,14,14,2,9,0,4,1,0,0,57,38,1
56,2,9264,15,9,2,9,0,4,1,0,66,49,38,1
16,4,23685,15,9,2,2,0,4,1,0,0,49,38,1
17,2,8103,9,12,4,11,3,4,1,0,0,39,38,1
27,0,19896,7,11,2,0,0,4,1,0,0,39,38,1
29,0,20424,15,9,2,0,0,4,1,0,0,78,38,1
15,2,16422,9,12,2,3,0,4,1,110,0,44,38,1
13,2,10228,15,9,2,0,5,4,0,0,0,39,38,1
39,2,14637,15,9,2,3,0,4,1,0,50,39,38,1
22,2,21697,11,8,4,2,1,4,1,0,23,49,38,1
24,4,13811,12,13,2,11,5,4,0,0,51,34,38,1
20,2,5765,14,14,2,7,5,4,0,0,0,59,38,1
19,4,25547,15,9,2,2,0,4,1,0,0,39,38,1
25,2,18174,9,12,2,0,5,4,0,0,0,39,38,1
12,4,7581,7,11,6,11,4,4,0,0,0,39,38,1
33,2,18939,12,13,4,3,1,4,1,117,0,47,38,1
15,2,26346,15,9,2,5,0,4,1,0,0,49,1,1
54,4,504,5,3,2,4,0,4,1,88,0,39,38,1
17,2,10210,9,12,2,3,0,4,1,0,0,39,38,1
13,2,9873,9,12,2,3,0,4,1,0,55,59,38,1
26,2,5291,11,8,2,0,5,4,0,0,0,34,38,1
29,2,11020,11,8,2,2,5,4,0,80,0,39,38,1
26,2,13677,9,12,2,9,0,4,1,0,0,39,38,1
21,2,25767,6,4,2,2,0,4,1,0,0,39,38,1
30,4,5145,9,12,2,11,0,4,1,0,0,39,38,1
46,3,17761,11,8,2,3,0,4,1,0,0,39,38,1
32,2,12330,15,9,2,11,0,4,1,0,0,78,38,1
33,2,19174,12,13,2,3,0,4,1,0,0,49,38,1
19,2,9695,11,8,2,0,0,4,1,93,0,54,38,1
24,2,4242,8,10,2,0,5,4,0,96,0,43,38,1
28,2,24425,9,12,2,3,0,1,1,0,0,44,23,1
30,2,10016,12,13,2,3,0,4,1,120,0,54,38,1
52,2,18301,9,12,6,9,1,4,1,0,76,39,38,1
32,3,22655,11,8,2,3,0,4,1,0,0,39,38,1
31,2,15990,15,9,2,2,0,4,1,0,0,39,38,1
30,5,4761,11,8,2,0,5,4,0,0,0,39,38,1
19,2,5844,15,9,5,3,1,4,1,0,0,59,38,1
32,2,12109,15,9,2,11,0,4,1,0,55,49,38,1
20,2,20509,8,10,2,3,0,2,1,110,0,44,38,1
28,0,18431,10,15,2,9,0,4,1,0,0,39,38,1
14,1,3634,15,9,2,0,5,0,0,0,0,39,38,1
32,4,1425,10,15,4,9,1,4,1,120,0,69,38,1
35,0,15184,15,9,2,0,0,4,1,0,0,43,38,1
11,1,4531,15,9,2,10,0,4,1,0,0,39,38,1
40,2,8463,9,12,2,10,5,4,0,0,0,44,10,1
10,2,26563,9,12,4,11,1,4,1,117,0,39,38,1
19,2,13489,14,14,4,3,1,4,1,117,0,49,38,1
40,0,17884,9,12,2,3,5,4,0,0,0,39,38,1
31,2,10887,12,13,2,9,0,4,1,0,0,39,38,1
26,2,20286,12,13,2,3,0,4,1,96,0,52,38,1
21,2,8364,8,10,2,12,5,4,0,0,0,39,38,1
33,2,12664,12,13,2,0,5,4,0,0,0,39,38,1
26,2,9083,9,12,2,3,0,4,1,0,0,49,38,1
12,2,9415,15,9,2,2,0,4,1,0,19,39,38,1
30,4,14622,11,8,2,6,5,4,0,0,0,19,38,1
15,2,8037,9,12,4,3,1,4,1,106,0,47,38,1
42,2,7862,11,8,2,6,5,4,0,0,0,39,21,1
18,2,21100,7,11,2,7,5,4,0,0,0,34,38,1
27,1,11754,8,10,2,2,0,4,1,96,0,39,38,1
35,4,921,11,8,2,4,0,4,1,0,50,59,38,1
36,2,7191,10,15,2,9,5,4,0,120,0,36,38,1
34,5,22009,12,13,2,3,0,4,1,0,0,49,38,1
38,2,19054,11,8,2,11,0,4,1,69,0,39,38,1
23,2,6970,9,12,0,3,1,4,1,0,0,54,38,1
16,2,5789,9,12,2,9,0,4,1,0,0,49,38,1
29,2,9447,9,12,0,9,1,4,1,0,0,44,8,1
25,2,17581,11,8,2,11,0,2,1,0,0,39,38,1
14,2,11376,9,12,2,9,0,4,1,96,0,39,1,1
35,2,10511,10,15,2,9,0,4,1,0,0,64,38,1
27,2,6451,14,14,2,9,0,4,1,110,0,78,38,1
